event_id,user_id,department,tool,feature,event_date,session_duration_mins,actions_taken,month
EVT00600,USR0195,Finance,Microsoft Teams,File Sharing,2025-04-09,34.2,0,2025-04
EVT00601,USR0163,HR,SharePoint,Team Chat,2025-05-07,22.5,3,2025-05
EVT00602,USR0082,Finance,Microsoft Teams,Team Chat,2025-04-13,7.3,11,2025-04
EVT00603,USR0155,Sales,Power BI,Analytics Portal,2025-03-04,13.9,3,2025-03
EVT00604,USR0246,Operations,OneDrive,Document Collaboration,2025-02-07,41.4,3,2025-02
EVT00605,USR0151,HR,Power BI,File Sharing,2025-06-17,12.6,7,2025-06
EVT00606,USR0149,Technology,SharePoint,Document Collaboration,2025-06-26,35.1,5,2025-06
EVT00607,USR0029,Sales,OneDrive,Document Collaboration,2025-01-02,19.2,1,2025-01
EVT00608,USR0257,Operations,SharePoint,File Sharing,2025-01-28,30.2,6,2025-01
EVT00609,USR0070,Finance,OneDrive,Analytics Portal,2025-04-19,7.2,0,2025-04
EVT00610,USR0123,Technology,OneDrive,Team Chat,2025-02-26,14.3,0,2025-02
EVT00611,USR0164,HR,OneDrive,Team Chat,2025-02-15,12.6,3,2025-02
EVT00612,USR0188,HR,SharePoint,File Sharing,2025-06-28,38.5,11,2025-06
EVT00613,USR0153,Legal,Power BI,Team Chat,2025-05-13,15.0,2,2025-05
EVT00614,USR0012,Marketing,Power BI,Team Chat,2025-04-29,18.0,4,2025-04
EVT00615,USR0270,HR,Power BI,Analytics Portal,2025-01-13,46.5,10,2025-01
EVT00616,USR0154,Marketing,SharePoint,Document Collaboration,2025-05-23,4.5,3,2025-05
EVT00617,USR0112,Legal,Power BI,Project Management,2025-03-05,11.8,0,2025-03
EVT00618,USR0093,Technology,Viva Insights,File Sharing,2025-02-01,59.0,13,2025-02
EVT00619,USR0068,Operations,Microsoft Teams,Team Chat,2025-04-27,5.3,4,2025-04
EVT00620,USR0215,Finance,SharePoint,File Sharing,2025-02-04,0.8,7,2025-02
EVT00621,USR0039,HR,Microsoft Teams,Analytics Portal,2025-04-29,46.8,8,2025-04
EVT00622,USR0155,Sales,Viva Insights,Team Chat,2025-06-20,4.3,1,2025-06
EVT00623,USR0043,Legal,Microsoft Teams,Video Conferencing,2025-05-16,7.2,0,2025-05
EVT00624,USR0007,Finance,SharePoint,File Sharing,2025-05-24,15.9,7,2025-05
EVT00625,USR0127,Technology,OneDrive,Team Chat,2025-06-02,22.7,12,2025-06
EVT00626,USR0129,Legal,Viva Insights,Team Chat,2025-03-23,24.9,9,2025-03
EVT00627,USR0267,Marketing,OneDrive,Team Chat,2025-04-24,18.0,12,2025-04
EVT00628,USR0206,Sales,Microsoft Teams,Team Chat,2025-06-06,15.8,1,2025-06
EVT00629,USR0014,HR,SharePoint,File Sharing,2025-05-10,14.8,4,2025-05
EVT00630,USR0220,Legal,Viva Insights,Team Chat,2025-04-20,2.2,2,2025-04
EVT00631,USR0228,Finance,SharePoint,Document Collaboration,2025-05-21,19.5,4,2025-05
EVT00632,USR0022,HR,Viva Insights,Video Conferencing,2025-04-25,6.0,2,2025-04
EVT00633,USR0264,Marketing,OneDrive,Team Chat,2025-02-10,4.3,9,2025-02
EVT00634,USR0285,Technology,OneDrive,Analytics Portal,2025-05-02,36.1,1,2025-05
EVT00635,USR0281,Operations,SharePoint,Document Collaboration,2025-04-26,16.3,14,2025-04
EVT00636,USR0276,Finance,Power BI,Project Management,2025-03-08,32.3,6,2025-03
EVT00637,USR0197,Sales,Viva Insights,Analytics Portal,2025-03-05,5.1,1,2025-03
EVT00638,USR0061,Technology,OneDrive,Analytics Portal,2025-06-13,15.3,7,2025-06
EVT00639,USR0206,Sales,SharePoint,Document Collaboration,2025-03-12,19.2,7,2025-03
EVT00640,USR0190,Technology,Viva Insights,Document Collaboration,2025-05-14,48.9,10,2025-05
EVT00641,USR0259,Technology,OneDrive,File Sharing,2025-05-05,7.0,1,2025-05
EVT00642,USR0272,Operations,Power BI,Project Management,2025-06-10,12.8,5,2025-06
EVT00643,USR0287,Sales,Power BI,File Sharing,2025-03-03,6.9,4,2025-03
EVT00644,USR0060,Finance,Microsoft Teams,Project Management,2025-03-12,51.4,1,2025-03
EVT00645,USR0231,Sales,OneDrive,Video Conferencing,2025-04-23,3.5,6,2025-04
EVT00646,USR0240,Operations,SharePoint,Video Conferencing,2025-01-20,57.2,1,2025-01
EVT00647,USR0008,HR,Microsoft Teams,Team Chat,2025-03-15,28.0,1,2025-03
EVT00648,USR0241,Finance,Power BI,Video Conferencing,2025-03-02,5.6,4,2025-03
EVT00649,USR0256,HR,Viva Insights,File Sharing,2025-03-11,7.5,5,2025-03
EVT00650,USR0222,Legal,Power BI,Project Management,2025-03-27,18.7,7,2025-03
EVT00651,USR0291,Marketing,Power BI,File Sharing,2025-03-23,6.6,11,2025-03
EVT00652,USR0116,HR,Power BI,Video Conferencing,2025-05-19,35.1,1,2025-05
EVT00653,USR0256,HR,Viva Insights,Document Collaboration,2025-01-21,1.6,4,2025-01
EVT00654,USR0108,HR,SharePoint,Project Management,2025-02-05,9.3,4,2025-02
EVT00655,USR0035,Marketing,SharePoint,File Sharing,2025-02-08,25.9,8,2025-02
EVT00656,USR0288,Legal,Microsoft Teams,Team Chat,2025-03-01,18.0,1,2025-03
EVT00657,USR0192,Operations,Power BI,File Sharing,2025-04-09,11.9,6,2025-04
EVT00658,USR0136,Legal,Microsoft Teams,Video Conferencing,2025-06-27,6.3,3,2025-06
EVT00659,USR0067,HR,Microsoft Teams,Project Management,2025-02-09,3.4,2,2025-02
EVT00660,USR0137,Finance,Viva Insights,Analytics Portal,2025-06-30,46.8,1,2025-06
EVT00661,USR0002,Sales,OneDrive,Video Conferencing,2025-02-24,15.3,2,2025-02
EVT00662,USR0020,Marketing,SharePoint,File Sharing,2025-01-17,8.0,1,2025-01
EVT00663,USR0252,Marketing,SharePoint,Video Conferencing,2025-04-17,34.0,0,2025-04
EVT00664,USR0284,Sales,SharePoint,Video Conferencing,2025-04-15,4.3,6,2025-04
EVT00665,USR0289,Finance,Power BI,File Sharing,2025-03-26,15.3,0,2025-03
EVT00666,USR0246,Operations,Power BI,Team Chat,2025-05-19,41.7,12,2025-05
EVT00667,USR0104,Sales,OneDrive,Analytics Portal,2025-04-30,9.7,5,2025-04
EVT00668,USR0175,Marketing,Power BI,Video Conferencing,2025-04-17,9.4,3,2025-04
EVT00669,USR0072,Legal,OneDrive,Video Conferencing,2025-01-16,19.8,5,2025-01
EVT00670,USR0289,Finance,Microsoft Teams,Project Management,2025-02-22,23.0,0,2025-02
EVT00671,USR0185,HR,Microsoft Teams,Document Collaboration,2025-04-18,34.7,0,2025-04
EVT00672,USR0143,Sales,SharePoint,Video Conferencing,2025-04-10,3.7,10,2025-04
EVT00673,USR0238,Sales,SharePoint,Video Conferencing,2025-05-30,36.1,7,2025-05
EVT00674,USR0284,Sales,Microsoft Teams,Video Conferencing,2025-06-28,2.2,5,2025-06
EVT00675,USR0268,Legal,Viva Insights,Document Collaboration,2025-01-06,6.2,1,2025-01
EVT00676,USR0028,Finance,Viva Insights,Team Chat,2025-05-28,27.2,4,2025-05
EVT00677,USR0072,Legal,Microsoft Teams,Document Collaboration,2025-04-08,4.5,4,2025-04
EVT00678,USR0155,Sales,Microsoft Teams,Project Management,2025-05-03,15.6,1,2025-05
EVT00679,USR0153,Legal,OneDrive,File Sharing,2025-01-02,16.2,9,2025-01
EVT00680,USR0219,HR,SharePoint,Analytics Portal,2025-04-01,13.3,4,2025-04
EVT00681,USR0041,Legal,SharePoint,Analytics Portal,2025-03-18,7.6,4,2025-03
EVT00682,USR0105,Technology,OneDrive,Document Collaboration,2025-04-10,55.8,16,2025-04
EVT00683,USR0180,Technology,Viva Insights,Analytics Portal,2025-04-18,65.0,17,2025-04
EVT00684,USR0195,Finance,OneDrive,File Sharing,2025-05-18,27.7,6,2025-05
EVT00685,USR0150,Sales,SharePoint,File Sharing,2025-05-20,6.3,2,2025-05
EVT00686,USR0086,Legal,SharePoint,Analytics Portal,2025-06-04,14.6,0,2025-06
EVT00687,USR0012,Marketing,SharePoint,Analytics Portal,2025-02-26,2.6,0,2025-02
EVT00688,USR0281,Operations,OneDrive,Document Collaboration,2025-05-05,25.4,6,2025-05
EVT00689,USR0250,Operations,SharePoint,Video Conferencing,2025-02-26,13.5,3,2025-02
EVT00690,USR0178,Sales,Power BI,Analytics Portal,2025-03-11,42.1,4,2025-03
EVT00691,USR0206,Sales,Power BI,File Sharing,2025-04-22,13.2,0,2025-04
EVT00692,USR0027,HR,Viva Insights,Analytics Portal,2025-05-05,3.4,3,2025-05
EVT00693,USR0037,Operations,SharePoint,Analytics Portal,2025-01-08,22.2,14,2025-01
EVT00694,USR0074,Marketing,SharePoint,Team Chat,2025-04-10,9.1,4,2025-04
EVT00695,USR0164,HR,Microsoft Teams,Team Chat,2025-03-28,6.7,0,2025-03
EVT00696,USR0166,Sales,Microsoft Teams,Video Conferencing,2025-06-21,16.6,7,2025-06
EVT00697,USR0276,Finance,SharePoint,File Sharing,2025-06-23,29.4,3,2025-06
EVT00698,USR0272,Operations,Viva Insights,Analytics Portal,2025-04-14,1.5,6,2025-04
EVT00699,USR0032,Marketing,SharePoint,Document Collaboration,2025-02-12,34.4,1,2025-02
EVT00700,USR0090,HR,Power BI,Analytics Portal,2025-04-30,11.5,7,2025-04
EVT00701,USR0053,Finance,Viva Insights,Analytics Portal,2025-02-02,44.5,2,2025-02
EVT00702,USR0244,Finance,Power BI,Document Collaboration,2025-06-09,41.0,2,2025-06
EVT00703,USR0218,Sales,Viva Insights,Project Management,2025-05-17,20.9,7,2025-05
EVT00704,USR0280,Marketing,SharePoint,File Sharing,2025-01-07,24.7,2,2025-01
EVT00705,USR0003,Operations,OneDrive,Analytics Portal,2025-04-11,10.1,7,2025-04
EVT00706,USR0028,Finance,Viva Insights,Document Collaboration,2025-06-01,39.2,8,2025-06
EVT00707,USR0106,Sales,OneDrive,Project Management,2025-05-25,7.1,4,2025-05
EVT00708,USR0096,Technology,Viva Insights,Document Collaboration,2025-06-19,25.0,3,2025-06
EVT00709,USR0297,Technology,Viva Insights,File Sharing,2025-01-07,35.6,7,2025-01
EVT00710,USR0157,Operations,Microsoft Teams,Analytics Portal,2025-01-22,12.1,0,2025-01
EVT00711,USR0161,Marketing,Viva Insights,Project Management,2025-06-14,28.5,2,2025-06
EVT00712,USR0107,Legal,Power BI,Document Collaboration,2025-04-20,22.9,1,2025-04
EVT00713,USR0147,HR,Microsoft Teams,File Sharing,2025-02-04,3.4,0,2025-02
EVT00714,USR0285,Technology,Power BI,Video Conferencing,2025-04-29,47.5,5,2025-04
EVT00715,USR0104,Sales,Microsoft Teams,Project Management,2025-02-16,1.5,5,2025-02
EVT00716,USR0151,HR,Microsoft Teams,Analytics Portal,2025-01-13,11.8,9,2025-01
EVT00717,USR0239,HR,Viva Insights,Team Chat,2025-03-08,13.7,1,2025-03
EVT00718,USR0252,Marketing,Power BI,Video Conferencing,2025-04-08,32.4,2,2025-04
EVT00719,USR0145,Operations,SharePoint,Document Collaboration,2025-03-25,16.3,4,2025-03
EVT00720,USR0055,Finance,Viva Insights,Project Management,2025-02-24,23.4,6,2025-02
EVT00721,USR0137,Finance,Microsoft Teams,Video Conferencing,2025-04-27,13.6,3,2025-04
EVT00722,USR0116,HR,Microsoft Teams,Document Collaboration,2025-03-25,35.5,0,2025-03
EVT00723,USR0174,Marketing,Viva Insights,Video Conferencing,2025-03-28,27.8,3,2025-03
EVT00724,USR0077,Sales,Viva Insights,Video Conferencing,2025-04-08,9.5,6,2025-04
EVT00725,USR0065,Operations,OneDrive,Team Chat,2025-03-13,22.1,10,2025-03
EVT00726,USR0153,Legal,Microsoft Teams,Team Chat,2025-04-18,13.4,4,2025-04
EVT00727,USR0044,Sales,SharePoint,Analytics Portal,2025-03-06,1.4,7,2025-03
EVT00728,USR0262,Sales,OneDrive,Document Collaboration,2025-01-21,42.0,2,2025-01
EVT00729,USR0268,Legal,Viva Insights,Project Management,2025-05-01,14.3,0,2025-05
EVT00730,USR0293,Legal,Viva Insights,Document Collaboration,2025-01-05,3.2,0,2025-01
EVT00731,USR0111,HR,SharePoint,Project Management,2025-05-19,16.9,7,2025-05
EVT00732,USR0152,Finance,Power BI,Analytics Portal,2025-01-14,59.6,17,2025-01
EVT00733,USR0260,Finance,OneDrive,Document Collaboration,2025-03-31,24.5,1,2025-03
EVT00734,USR0079,HR,Viva Insights,Document Collaboration,2025-02-27,30.0,12,2025-02
EVT00735,USR0164,HR,Viva Insights,Analytics Portal,2025-06-16,4.8,0,2025-06
EVT00736,USR0258,Legal,Power BI,Analytics Portal,2025-01-18,1.5,5,2025-01
EVT00737,USR0225,Operations,Power BI,Document Collaboration,2025-06-16,60.3,8,2025-06
EVT00738,USR0087,Technology,Power BI,Document Collaboration,2025-01-11,0.9,6,2025-01
EVT00739,USR0294,Legal,Viva Insights,Document Collaboration,2025-01-08,1.9,2,2025-01
EVT00740,USR0255,Technology,Viva Insights,Project Management,2025-03-05,51.8,9,2025-03
EVT00741,USR0204,Legal,OneDrive,Analytics Portal,2025-02-21,6.7,2,2025-02
EVT00742,USR0193,Finance,Microsoft Teams,File Sharing,2025-01-06,11.1,7,2025-01
EVT00743,USR0113,Legal,SharePoint,Video Conferencing,2025-06-09,12.6,4,2025-06
EVT00744,USR0142,HR,OneDrive,Project Management,2025-02-09,2.8,4,2025-02
EVT00745,USR0155,Sales,OneDrive,Team Chat,2025-03-03,18.6,3,2025-03
EVT00746,USR0049,Finance,Power BI,Document Collaboration,2025-02-02,11.0,3,2025-02
EVT00747,USR0127,Technology,SharePoint,Video Conferencing,2025-05-02,4.2,18,2025-05
EVT00748,USR0292,HR,Power BI,Video Conferencing,2025-06-21,16.0,6,2025-06
EVT00749,USR0057,Operations,Microsoft Teams,Analytics Portal,2025-01-30,1.7,1,2025-01
EVT00750,USR0077,Sales,OneDrive,Analytics Portal,2025-05-25,4.3,5,2025-05
EVT00751,USR0061,Technology,OneDrive,Video Conferencing,2025-02-25,17.2,9,2025-02
EVT00752,USR0150,Sales,Microsoft Teams,Document Collaboration,2025-04-30,14.1,5,2025-04
EVT00753,USR0232,Technology,OneDrive,Project Management,2025-06-29,58.2,8,2025-06
EVT00754,USR0031,Operations,Viva Insights,Team Chat,2025-03-07,18.4,0,2025-03
EVT00755,USR0196,Technology,Microsoft Teams,File Sharing,2025-04-05,4.0,4,2025-04
EVT00756,USR0086,Legal,Microsoft Teams,Analytics Portal,2025-02-12,16.5,2,2025-02
EVT00757,USR0134,Finance,SharePoint,File Sharing,2025-06-05,7.4,10,2025-06
EVT00758,USR0248,Finance,OneDrive,Analytics Portal,2025-06-05,23.1,7,2025-06
EVT00759,USR0004,Operations,SharePoint,Analytics Portal,2025-01-30,40.3,10,2025-01
EVT00760,USR0252,Marketing,SharePoint,Team Chat,2025-02-11,24.4,0,2025-02
EVT00761,USR0195,Finance,Viva Insights,Project Management,2025-03-21,5.1,8,2025-03
EVT00762,USR0020,Marketing,SharePoint,Video Conferencing,2025-01-28,36.3,7,2025-01
EVT00763,USR0085,Marketing,SharePoint,Video Conferencing,2025-05-29,38.2,11,2025-05
EVT00764,USR0028,Finance,Viva Insights,File Sharing,2025-01-07,57.2,3,2025-01
EVT00765,USR0010,Finance,Microsoft Teams,File Sharing,2025-03-21,39.0,7,2025-03
EVT00766,USR0226,Sales,SharePoint,Project Management,2025-05-28,21.9,8,2025-05
EVT00767,USR0100,HR,Viva Insights,Document Collaboration,2025-06-23,12.2,4,2025-06
EVT00768,USR0280,Marketing,OneDrive,Project Management,2025-04-07,6.2,7,2025-04
EVT00769,USR0144,Technology,Viva Insights,Team Chat,2025-04-12,5.6,3,2025-04
EVT00770,USR0155,Sales,Microsoft Teams,Analytics Portal,2025-02-20,12.8,0,2025-02
EVT00771,USR0121,Sales,OneDrive,Document Collaboration,2025-01-20,33.1,6,2025-01
EVT00772,USR0157,Operations,OneDrive,Video Conferencing,2025-06-01,23.4,2,2025-06
EVT00773,USR0187,HR,OneDrive,Document Collaboration,2025-06-26,24.2,4,2025-06
EVT00774,USR0244,Finance,SharePoint,File Sharing,2025-06-10,7.3,6,2025-06
EVT00775,USR0284,Sales,Viva Insights,Analytics Portal,2025-03-04,5.5,1,2025-03
EVT00776,USR0225,Operations,OneDrive,Video Conferencing,2025-01-27,23.2,9,2025-01
EVT00777,USR0121,Sales,Microsoft Teams,Project Management,2025-06-28,5.4,6,2025-06
EVT00778,USR0109,Finance,Viva Insights,Video Conferencing,2025-03-19,10.3,6,2025-03
EVT00779,USR0160,Operations,SharePoint,Document Collaboration,2025-06-25,14.4,1,2025-06
EVT00780,USR0087,Technology,SharePoint,Team Chat,2025-06-03,15.3,4,2025-06
EVT00781,USR0197,Sales,Microsoft Teams,Document Collaboration,2025-01-31,13.1,4,2025-01
EVT00782,USR0174,Marketing,OneDrive,Project Management,2025-05-25,35.7,9,2025-05
EVT00783,USR0174,Marketing,SharePoint,File Sharing,2025-01-11,6.2,2,2025-01
EVT00784,USR0083,Legal,OneDrive,Video Conferencing,2025-03-30,8.0,0,2025-03
EVT00785,USR0106,Sales,Microsoft Teams,Analytics Portal,2025-05-17,12.7,6,2025-05
EVT00786,USR0259,Technology,OneDrive,File Sharing,2025-04-20,3.2,4,2025-04
EVT00787,USR0129,Legal,SharePoint,Document Collaboration,2025-06-19,22.1,9,2025-06
EVT00788,USR0014,HR,Power BI,Team Chat,2025-04-05,8.0,3,2025-04
EVT00789,USR0128,Finance,Viva Insights,Analytics Portal,2025-01-18,39.7,2,2025-01
EVT00790,USR0275,Technology,Microsoft Teams,File Sharing,2025-05-10,46.8,7,2025-05
EVT00791,USR0070,Finance,Microsoft Teams,Team Chat,2025-06-15,35.4,5,2025-06
EVT00792,USR0135,Marketing,SharePoint,Project Management,2025-03-29,23.2,7,2025-03
EVT00793,USR0042,Marketing,Microsoft Teams,Analytics Portal,2025-01-04,21.0,7,2025-01
EVT00794,USR0100,HR,Viva Insights,Team Chat,2025-04-18,12.8,7,2025-04
EVT00795,USR0187,HR,SharePoint,File Sharing,2025-05-06,32.7,9,2025-05
EVT00796,USR0224,Marketing,Power BI,Project Management,2025-01-28,8.0,9,2025-01
EVT00797,USR0088,Marketing,OneDrive,Analytics Portal,2025-04-21,32.1,6,2025-04
EVT00798,USR0174,Marketing,SharePoint,Team Chat,2025-04-03,18.3,4,2025-04
EVT00799,USR0069,Technology,OneDrive,Document Collaboration,2025-06-12,48.6,8,2025-06
EVT00800,USR0241,Finance,OneDrive,Video Conferencing,2025-04-28,30.2,11,2025-04
EVT00801,USR0036,Operations,Viva Insights,Project Management,2025-02-09,14.1,0,2025-02
EVT00802,USR0236,Operations,Microsoft Teams,File Sharing,2025-04-22,1.7,9,2025-04
EVT00803,USR0163,HR,OneDrive,File Sharing,2025-02-15,17.3,0,2025-02
EVT00804,USR0229,Marketing,Viva Insights,Analytics Portal,2025-05-14,25.6,7,2025-05
EVT00805,USR0183,Legal,Power BI,Team Chat,2025-06-16,27.3,7,2025-06
EVT00806,USR0167,Technology,OneDrive,Document Collaboration,2025-03-11,42.6,14,2025-03
EVT00807,USR0119,Sales,Microsoft Teams,File Sharing,2025-06-07,20.3,5,2025-06
EVT00808,USR0001,Legal,Power BI,Document Collaboration,2025-05-18,21.5,2,2025-05
EVT00809,USR0203,Finance,SharePoint,Document Collaboration,2025-05-04,24.7,7,2025-05
EVT00810,USR0269,Finance,SharePoint,File Sharing,2025-04-30,4.6,2,2025-04
EVT00811,USR0261,HR,Power BI,Project Management,2025-04-22,18.7,1,2025-04
EVT00812,USR0196,Technology,Power BI,Project Management,2025-06-01,19.3,3,2025-06
EVT00813,USR0186,Marketing,Power BI,Video Conferencing,2025-03-10,11.4,4,2025-03
EVT00814,USR0086,Legal,SharePoint,Document Collaboration,2025-03-24,11.4,2,2025-03
EVT00815,USR0071,Sales,SharePoint,Video Conferencing,2025-03-04,32.0,0,2025-03
EVT00816,USR0146,HR,Microsoft Teams,Analytics Portal,2025-01-23,25.8,11,2025-01
EVT00817,USR0248,Finance,Power BI,Video Conferencing,2025-03-13,46.4,1,2025-03
EVT00818,USR0233,Finance,OneDrive,Video Conferencing,2025-04-26,5.0,2,2025-04
EVT00819,USR0026,Operations,Power BI,File Sharing,2025-03-04,45.2,1,2025-03
EVT00820,USR0077,Sales,Microsoft Teams,Project Management,2025-04-29,12.5,5,2025-04
EVT00821,USR0099,HR,Viva Insights,Team Chat,2025-05-26,19.3,8,2025-05
EVT00822,USR0088,Marketing,SharePoint,Video Conferencing,2025-06-06,29.3,5,2025-06
EVT00823,USR0140,Sales,Viva Insights,Document Collaboration,2025-06-21,11.5,3,2025-06
EVT00824,USR0051,Technology,Power BI,Project Management,2025-04-08,81.7,10,2025-04
EVT00825,USR0014,HR,SharePoint,File Sharing,2025-03-28,20.1,3,2025-03
EVT00826,USR0297,Technology,OneDrive,Team Chat,2025-01-08,37.4,4,2025-01
EVT00827,USR0067,HR,SharePoint,File Sharing,2025-05-07,19.5,3,2025-05
EVT00828,USR0195,Finance,Microsoft Teams,Analytics Portal,2025-03-25,41.9,9,2025-03
EVT00829,USR0289,Finance,OneDrive,Analytics Portal,2025-02-16,30.1,11,2025-02
EVT00830,USR0226,Sales,Power BI,Analytics Portal,2025-05-05,25.8,1,2025-05
EVT00831,USR0234,Legal,Viva Insights,Project Management,2025-02-24,37.8,1,2025-02
EVT00832,USR0188,HR,Viva Insights,Team Chat,2025-04-01,42.5,6,2025-04
EVT00833,USR0142,HR,OneDrive,Project Management,2025-03-08,3.9,1,2025-03
EVT00834,USR0193,Finance,Viva Insights,Video Conferencing,2025-03-29,27.6,4,2025-03
EVT00835,USR0043,Legal,SharePoint,Document Collaboration,2025-03-13,3.4,3,2025-03
EVT00836,USR0160,Operations,Power BI,Video Conferencing,2025-06-02,23.1,5,2025-06
EVT00837,USR0236,Operations,SharePoint,Project Management,2025-06-29,21.7,1,2025-06
EVT00838,USR0052,Legal,Power BI,Video Conferencing,2025-03-12,6.7,1,2025-03
EVT00839,USR0272,Operations,Power BI,Project Management,2025-05-23,9.6,4,2025-05
EVT00840,USR0095,Marketing,Viva Insights,Project Management,2025-01-03,11.6,1,2025-01
EVT00841,USR0119,Sales,Viva Insights,Video Conferencing,2025-05-13,25.6,5,2025-05
EVT00842,USR0126,HR,SharePoint,Video Conferencing,2025-02-18,15.6,1,2025-02
EVT00843,USR0231,Sales,SharePoint,File Sharing,2025-01-22,22.7,4,2025-01
EVT00844,USR0078,Operations,SharePoint,File Sharing,2025-03-03,27.3,2,2025-03
EVT00845,USR0239,HR,Viva Insights,Document Collaboration,2025-04-15,11.8,4,2025-04
EVT00846,USR0107,Legal,OneDrive,Team Chat,2025-05-06,7.7,2,2025-05
EVT00847,USR0145,Operations,Microsoft Teams,Analytics Portal,2025-05-23,15.0,1,2025-05
EVT00848,USR0266,HR,Viva Insights,Project Management,2025-03-03,2.1,4,2025-03
EVT00849,USR0179,Technology,Power BI,File Sharing,2025-06-26,15.2,5,2025-06
EVT00850,USR0082,Finance,Microsoft Teams,Video Conferencing,2025-05-02,39.8,3,2025-05
EVT00851,USR0130,Sales,SharePoint,Video Conferencing,2025-06-15,7.0,10,2025-06
EVT00852,USR0109,Finance,OneDrive,File Sharing,2025-05-06,23.2,1,2025-05
EVT00853,USR0264,Marketing,Power BI,Project Management,2025-04-25,38.8,16,2025-04
EVT00854,USR0100,HR,Viva Insights,Project Management,2025-01-05,8.8,2,2025-01
EVT00855,USR0192,Operations,OneDrive,File Sharing,2025-01-24,14.6,6,2025-01
EVT00856,USR0043,Legal,SharePoint,Team Chat,2025-03-17,7.5,3,2025-03
EVT00857,USR0106,Sales,Viva Insights,Team Chat,2025-02-26,14.9,0,2025-02
EVT00858,USR0011,Finance,Microsoft Teams,File Sharing,2025-04-14,67.6,13,2025-04
EVT00859,USR0063,Marketing,Microsoft Teams,Document Collaboration,2025-06-27,42.0,15,2025-06
EVT00860,USR0057,Operations,Power BI,Document Collaboration,2025-03-04,26.1,5,2025-03
EVT00861,USR0292,HR,Power BI,Team Chat,2025-03-20,21.4,3,2025-03
EVT00862,USR0238,Sales,OneDrive,Team Chat,2025-06-19,36.4,5,2025-06
EVT00863,USR0043,Legal,Viva Insights,Video Conferencing,2025-05-29,24.3,3,2025-05
EVT00864,USR0131,Finance,Power BI,Video Conferencing,2025-04-05,26.5,2,2025-04
EVT00865,USR0230,Operations,SharePoint,Analytics Portal,2025-05-02,30.3,7,2025-05
EVT00866,USR0120,Finance,Power BI,Document Collaboration,2025-05-22,16.8,1,2025-05
EVT00867,USR0029,Sales,Viva Insights,Team Chat,2025-05-16,20.9,7,2025-05
EVT00868,USR0165,Finance,Power BI,Analytics Portal,2025-03-30,39.2,5,2025-03
EVT00869,USR0231,Sales,Viva Insights,Analytics Portal,2025-04-19,11.5,2,2025-04
EVT00870,USR0012,Marketing,OneDrive,Video Conferencing,2025-05-21,0.6,3,2025-05
EVT00871,USR0146,HR,Viva Insights,Analytics Portal,2025-03-26,19.3,10,2025-03
EVT00872,USR0103,Sales,Power BI,File Sharing,2025-04-01,9.5,7,2025-04
EVT00873,USR0181,Technology,Viva Insights,Video Conferencing,2025-06-29,18.2,13,2025-06
EVT00874,USR0089,Technology,SharePoint,Analytics Portal,2025-04-27,55.8,12,2025-04
EVT00875,USR0270,HR,SharePoint,File Sharing,2025-03-11,45.9,1,2025-03
EVT00876,USR0111,HR,OneDrive,Analytics Portal,2025-03-20,20.6,8,2025-03
EVT00877,USR0040,Operations,Microsoft Teams,File Sharing,2025-03-06,63.5,14,2025-03
EVT00878,USR0181,Technology,Viva Insights,Team Chat,2025-03-01,44.0,11,2025-03
EVT00879,USR0275,Technology,OneDrive,Project Management,2025-01-31,4.1,7,2025-01
EVT00880,USR0008,HR,OneDrive,Document Collaboration,2025-02-19,17.2,0,2025-02
EVT00881,USR0014,HR,OneDrive,Document Collaboration,2025-03-22,11.3,1,2025-03
EVT00882,USR0119,Sales,OneDrive,Project Management,2025-01-31,10.2,3,2025-01
EVT00883,USR0214,Legal,Microsoft Teams,File Sharing,2025-05-18,32.5,3,2025-05
EVT00884,USR0158,Finance,SharePoint,Document Collaboration,2025-06-26,7.9,3,2025-06
EVT00885,USR0025,Operations,Viva Insights,File Sharing,2025-02-17,24.7,12,2025-02
EVT00886,USR0007,Finance,SharePoint,Project Management,2025-02-19,21.0,8,2025-02
EVT00887,USR0092,Marketing,Microsoft Teams,Team Chat,2025-02-25,7.7,3,2025-02
EVT00888,USR0030,Operations,Microsoft Teams,Video Conferencing,2025-05-04,66.4,15,2025-05
EVT00889,USR0218,Sales,SharePoint,Video Conferencing,2025-03-12,30.7,5,2025-03
EVT00890,USR0221,Operations,Viva Insights,Project Management,2025-05-31,7.0,16,2025-05
EVT00891,USR0098,HR,Viva Insights,Video Conferencing,2025-05-15,8.5,9,2025-05
EVT00892,USR0259,Technology,Viva Insights,Document Collaboration,2025-06-02,15.5,0,2025-06
EVT00893,USR0241,Finance,Viva Insights,File Sharing,2025-03-14,11.7,0,2025-03
EVT00894,USR0006,Finance,SharePoint,Team Chat,2025-01-26,12.1,5,2025-01
EVT00895,USR0282,Technology,Viva Insights,Document Collaboration,2025-02-19,43.9,2,2025-02
EVT00896,USR0029,Sales,Power BI,Video Conferencing,2025-03-17,20.6,1,2025-03
EVT00897,USR0080,Operations,Viva Insights,Document Collaboration,2025-02-28,55.4,2,2025-02
EVT00898,USR0113,Legal,Viva Insights,Video Conferencing,2025-04-03,29.9,5,2025-04
EVT00899,USR0275,Technology,Power BI,Document Collaboration,2025-02-15,7.6,12,2025-02
